0.000	1.000
0.010	1.000
0.020	0.999
0.030	0.998
0.040	0.997
0.050	0.995
0.060	0.993
0.069	0.990
0.079	0.987
0.089	0.984
0.098	0.981
0.108	0.977
0.117	0.973
0.127	0.969
0.136	0.964
0.145	0.959
0.154	0.954
0.163	0.949
0.172	0.944
0.180	0.938
0.189	0.933
0.198	0.927
0.206	0.921
0.214	0.915
0.222	0.909
0.231	0.903
0.239	0.897
0.247	0.891
0.254	0.884
0.262	0.878
0.270	0.872
0.277	0.866
0.285	0.859
0.292	0.853
0.299	0.847
0.307	0.840
0.314	0.834
0.321	0.828
0.328	0.821
0.335	0.815
0.342	0.809
0.349	0.803
0.356	0.796
0.362	0.790
0.369	0.784
0.376	0.778
0.382	0.772
0.389	0.765
0.395	0.759
0.402	0.753
0.408	0.747
0.415	0.741
0.421	0.735
0.427	0.729
0.433	0.723
0.440	0.717
0.446	0.711
0.452	0.705
0.458	0.700
0.464	0.694
0.471	0.688
0.477	0.682
0.483	0.676
0.489	0.670
0.495	0.665
0.501	0.659
0.507	0.653
0.513	0.647
0.519	0.642
0.525	0.636
0.531	0.630
0.537	0.625
0.543	0.619
0.549	0.613
0.555	0.608
0.561	0.602
0.567	0.596
0.573	0.591
0.579	0.585
0.585	0.580
0.591	0.574
0.597	0.568
0.603	0.563
0.609	0.557
0.615	0.551
0.621	0.546
0.627	0.540
0.633	0.534
0.640	0.529
0.646	0.523
0.652	0.517
0.658	0.512
0.664	0.506
0.671	0.500
0.677	0.494
0.683	0.489
0.690	0.483
0.696	0.477
0.702	0.471
0.709	0.465
0.715	0.459
0.722	0.453
0.728	0.447
0.735	0.441
0.742	0.435
0.748	0.429
0.755	0.423
0.762	0.417
0.768	0.411
0.775	0.404
0.782	0.398
0.789	0.392
0.796	0.385
0.803	0.379
0.810	0.372
0.817	0.366
0.825	0.359
0.832	0.352
0.839	0.346
0.846	0.339
0.854	0.332
0.861	0.325
0.868	0.318
0.876	0.311
0.883	0.303
0.891	0.296
0.899	0.289
0.906	0.281
0.914	0.273
0.921	0.266
0.929	0.258
0.937	0.250
0.944	0.242
0.952	0.234
0.959	0.225
0.967	0.217
0.974	0.208
0.981	0.200
0.989	0.191
0.996	0.182
1.003	0.173
1.009	0.164
1.016	0.154
1.022	0.145
1.029	0.135
1.034	0.126
1.040	0.116
1.045	0.106
1.050	0.096
1.054	0.085
1.058	0.075
1.062	0.065
1.065	0.054
1.068	0.044
1.070	0.033
1.071	0.022
1.072	0.012
1.072	0.001
