0.00000	0.00000	3.00000
0.10000	0.30000	3.00000
0.20000	0.60000	3.00000
0.30000	0.72464	1.24643
0.40000	0.75192	0.27273
0.50000	0.77919	0.27273
0.60000	0.80646	0.27273
0.70000	0.83373	0.27273
0.80000	0.86101	0.27273
0.90000	0.88828	0.27273
1.00000	0.91555	0.27273
1.10000	0.94282	0.27273
1.20000	0.97010	0.27273
1.30000	0.99737	0.27273
1.40000	1.02464	0.27273
1.50000	1.05192	0.27273
1.60000	1.07919	0.27273
1.70000	1.10646	0.27273
1.80000	1.13373	0.27273
1.90000	1.16101	0.27273
2.00000	1.18828	0.27273
1.90000	0.88828	3.00000
1.80000	0.58828	3.00000
1.70000	0.28828	3.00000
1.60000	-0.01172	3.00000
1.50000	-0.23373	2.22012
1.40000	-0.26101	0.27273
1.30000	-0.28828	0.27273
1.20000	-0.31555	0.27273
1.10000	-0.34282	0.27273
1.00000	-0.37010	0.27273
0.90000	-0.39737	0.27273
0.80000	-0.42464	0.27273
0.70000	-0.45192	0.27273
0.60000	-0.47919	0.27273
0.50000	-0.50646	0.27273
0.40000	-0.53373	0.27273
0.30000	-0.56101	0.27273
0.20000	-0.58828	0.27273
0.10000	-0.61555	0.27273
-0.00000	-0.64282	0.27273
-0.10000	-0.67010	0.27273
-0.20000	-0.69737	0.27273
-0.30000	-0.72464	0.27273
-0.40000	-0.75192	0.27273
-0.50000	-0.77919	0.27273
-0.60000	-0.80646	0.27273
-0.70000	-0.83373	0.27273
-0.80000	-0.86101	0.27273
-0.90000	-0.88828	0.27273
-1.00000	-0.91555	0.27273
-1.10000	-0.94282	0.27273
-1.20000	-0.97010	0.27273
-1.30000	-0.99737	0.27273
-1.40000	-1.02464	0.27273
-1.50000	-1.05192	0.27273
-1.60000	-1.07919	0.27273
-1.70000	-1.10646	0.27273
-1.80000	-1.13373	0.27273
-1.90000	-1.16101	0.27273
-2.00000	-1.18828	0.27273
-1.90000	-0.88828	3.00000
-1.80000	-0.58828	3.00000
-1.70000	-0.28828	3.00000
-1.60000	0.01172	3.00000
-1.50000	0.23373	2.22012
-1.40000	0.26101	0.27273
-1.30000	0.28828	0.27273
-1.20000	0.31555	0.27273
-1.10000	0.34282	0.27273
-1.00000	0.37010	0.27273
-0.90000	0.39737	0.27273
-0.80000	0.42464	0.27273
-0.70000	0.45192	0.27273
-0.60000	0.47919	0.27273
-0.50000	0.50646	0.27273
-0.40000	0.53373	0.27273
-0.30000	0.56101	0.27273
-0.20000	0.58828	0.27273
-0.10000	0.61555	0.27273
0.00000	0.64282	0.27273
